roomNumber,bin,room_entry_sequence,user_id,prev_people,expected_people,curr_people,lost_update_diff
1182,5,97,yhjj1005,97,98,98,0
1182,5,98,yhjj929,98,99,99,0
1182,5,99,yhjj834,99,100,100,0
1182,5,100,yhjj990,100,,100,0
1182,6,101,yhjj841,100,,100,0
1182,6,102,yhjj921,100,,100,0
1182,6,103,yhjj861,100,,100,0
1182,6,104,yhjj868,100,,100,0
1182,6,105,yhjj988,100,,100,0
1182,6,106,yhjj899,100,,100,0
1182,6,107,yhjj966,100,,100,0
1182,6,108,yhjj953,100,,100,0
1182,6,109,yhjj906,100,,100,0
1182,6,110,yhjj949,100,,100,0
1182,6,111,yhjj974,100,,100,0
1182,6,112,yhjj930,100,,100,0
1182,6,113,yhjj903,100,,100,0
1182,6,114,yhjj933,100,,100,0
1182,6,115,yhjj852,100,,100,0
1182,6,116,yhjj994,100,,100,0
1182,6,117,yhjj975,100,,100,0
1182,6,118,yhjj948,100,,100,0
1182,6,119,yhjj837,100,,100,0
1182,6,120,yhjj973,100,,100,0
1182,7,121,yhjj924,100,,100,0
1182,7,122,yhjj1011,100,,100,0
1182,7,123,yhjj872,100,,100,0
1182,7,124,yhjj893,100,,100,0
1182,7,125,yhjj931,100,,100,0
1182,7,126,yhjj885,100,,100,0
1182,7,127,yhjj960,100,,100,0
1182,7,128,yhjj950,100,,100,0
1182,7,129,yhjj920,100,,100,0
1182,7,130,yhjj991,100,,100,0
1182,7,131,yhjj965,100,,100,0
1182,7,132,yhjj940,100,,100,0
1182,7,133,yhjj955,100,,100,0
1182,7,134,yhjj865,100,,100,0
1182,7,135,yhjj946,100,,100,0
1182,7,136,yhjj907,100,,100,0
1182,7,137,yhjj897,100,,100,0
1182,7,138,yhjj934,100,,100,0
1182,7,139,yhjj936,100,,100,0
1182,7,140,yhjj935,100,,100,0
1182,8,141,yhjj894,100,,100,0
1182,8,142,yhjj971,100,,100,0
1182,8,143,yhjj942,100,,100,0
1182,8,144,yhjj919,100,,100,0
1182,8,145,yhjj1009,100,,100,0
1182,8,146,yhjj914,100,,100,0
1182,8,147,yhjj984,100,,100,0
1182,8,148,yhjj886,100,,100,0
1182,8,149,yhjj995,100,,100,0
1182,8,150,yhjj916,100,,100,0
1182,8,151,yhjj913,100,,100,0
1182,8,152,yhjj945,100,,100,0
1182,8,153,yhjj962,100,,100,0
1182,8,154,yhjj980,100,,100,0
1182,8,155,yhjj1003,100,,100,0
1182,8,156,yhjj828,100,,100,0
1182,8,157,yhjj1007,100,,100,0
1182,8,158,yhjj917,100,,100,0
1182,8,159,yhjj932,100,,100,0
1182,8,160,yhjj997,100,,100,0
1182,9,161,yhjj958,100,,100,0
1182,9,162,yhjj982,100,,100,0
1182,9,163,yhjj977,100,,100,0
1182,9,164,yhjj957,100,,100,0
1182,9,165,yhjj1006,100,,100,0
1182,9,166,yhjj999,100,,100,0
1182,9,167,yhjj954,100,,100,0
1182,9,168,yhjj850,100,,100,0
1182,9,169,yhjj944,100,,100,0
1182,9,170,yhjj1002,100,,100,0
1182,9,171,yhjj871,100,,100,0
1182,9,172,yhjj1000,100,,100,0
1182,9,173,yhjj1016,100,,100,0
1182,9,174,yhjj992,100,,100,0
1182,9,175,yhjj956,100,,100,0
1182,9,176,yhjj983,100,,100,0
1182,9,177,yhjj968,100,,100,0
1182,9,178,yhjj881,100,,100,0
1182,9,179,yhjj951,100,,100,0
1182,9,180,yhjj993,100,,100,0
1182,10,181,yhjj846,100,,100,0
1182,10,182,yhjj989,100,,100,0
1182,10,183,yhjj1012,100,,100,0
1182,10,184,yhjj937,100,,100,0
1182,10,185,yhjj891,100,,100,0
1182,10,186,yhjj867,100,,100,0
1182,10,187,yhjj972,100,,100,0
1182,10,188,yhjj996,100,,100,0
1182,10,189,yhjj918,100,,100,0
1182,10,190,yhjj875,100,,100,0
1182,10,191,yhjj911,100,,100,0
1182,10,192,yhjj908,100,,100,0
1182,10,193,yhjj884,100,,100,0
1182,10,194,yhjj1008,100,,100,0
1182,10,195,yhjj1001,100,,100,0
1182,10,196,yhjj938,100,,100,0
1182,10,197,yhjj1010,100,,100,0
1182,10,198,yhjj986,100,,100,0
1182,10,199,yhjj963,100,,100,0
1182,10,200,yhjj1018,100,,100,0
1183,1,1,yhjj819,1,2,2,0
1183,1,2,yhjj849,2,3,3,0
1183,1,3,yhjj875,3,4,4,0
1183,1,4,yhjj833,4,5,5,0
1183,1,5,yhjj836,5,6,6,0
1183,1,6,yhjj841,6,7,7,0
1183,1,7,yhjj907,7,8,8,0
1183,1,8,yhjj927,8,9,9,0
1183,1,9,yhjj850,9,10,10,0
1183,1,10,yhjj846,10,11,11,0
1183,1,11,yhjj842,11,12,12,0
1183,1,12,yhjj851,12,13,13,0
1183,1,13,yhjj845,13,14,14,0
1183,1,14,yhjj864,14,15,15,0
1183,1,15,yhjj854,15,16,16,0
1183,1,16,yhjj876,16,17,17,0
1183,1,17,yhjj989,17,18,18,0
1183,1,18,yhjj923,18,19,19,0
1183,1,19,yhjj832,19,20,20,0
1183,1,20,yhjj1005,20,21,21,0
1183,2,21,yhjj844,21,22,22,0
1183,2,22,yhjj847,22,23,23,0
1183,2,23,yhjj866,23,24,24,0
1183,2,24,yhjj831,24,25,25,0
1183,2,25,yhjj905,25,26,26,0
1183,2,26,yhjj945,26,27,27,0
1183,2,27,yhjj938,27,28,28,0
1183,2,28,yhjj824,28,29,29,0
1183,2,29,yhjj829,29,30,30,0
1183,2,30,yhjj1010,30,31,31,0
1183,2,31,yhjj867,31,32,32,0
1183,2,32,yhjj895,32,33,33,0
1183,2,33,yhjj884,33,34,34,0
1183,2,34,yhjj823,34,35,35,0
1183,2,35,yhjj999,35,36,36,0
1183,2,36,yhjj925,36,37,37,0
1183,2,37,yhjj926,37,38,38,0
1183,2,38,yhjj862,38,39,39,0
1183,2,39,yhjj879,39,40,40,0
1183,2,40,yhjj1001,40,41,41,0
1183,3,41,yhjj827,41,42,42,0
1183,3,42,yhjj878,42,43,43,0
1183,3,43,yhjj935,43,44,44,0
1183,3,44,yhjj853,44,45,45,0
1183,3,45,yhjj837,45,46,46,0
1183,3,46,yhjj985,46,47,47,0
1183,3,47,yhjj860,47,48,48,0
1183,3,48,yhjj922,48,49,49,0
1183,3,49,yhjj928,49,50,50,0
1183,3,50,yhjj997,50,51,51,0
1183,3,51,yhjj892,51,52,52,0
1183,3,52,yhjj915,52,53,53,0
1183,3,53,yhjj861,53,54,54,0
1183,3,54,yhjj916,54,55,55,0
1183,3,55,yhjj874,55,56,56,0
1183,3,56,yhjj951,56,57,57,0
1183,3,57,yhjj904,57,58,58,0
1183,3,58,yhjj934,58,59,59,0
1183,3,59,yhjj826,59,60,60,0
1183,3,60,yhjj969,60,61,61,0
1183,4,61,yhjj918,61,62,62,0
1183,4,62,yhjj909,62,63,63,0
1183,4,63,yhjj958,63,64,64,0
1183,4,64,yhjj900,64,65,65,0
1183,4,65,yhjj979,65,66,66,0
1183,4,66,yhjj954,66,67,67,0
1183,4,67,yhjj1009,67,68,68,0
1183,4,68,yhjj944,68,69,69,0
1183,4,69,yhjj941,69,70,70,0
1183,4,70,yhjj869,70,71,71,0
1183,4,71,yhjj828,71,72,72,0
1183,4,72,yhjj822,72,73,73,0
1183,4,73,yhjj913,73,74,74,0
1183,4,74,yhjj821,74,75,75,0
1183,4,75,yhjj865,75,76,76,0
1183,4,76,yhjj902,76,77,77,0
1183,4,77,yhjj889,77,78,78,0
1183,4,78,yhjj1006,78,79,79,0
1183,4,79,yhjj857,79,80,80,0
1183,4,80,yhjj947,80,81,81,0
1183,5,81,yhjj838,81,82,82,0
1183,5,82,yhjj917,82,83,83,0
1183,5,83,yhjj880,83,84,84,0
1183,5,84,yhjj1011,84,85,85,0
1183,5,85,yhjj898,85,86,86,0
1183,5,86,yhjj897,86,87,87,0
1183,5,87,yhjj986,87,88,88,0
1183,5,88,yhjj984,88,89,89,0
1183,5,89,yhjj1004,89,90,90,0
1183,5,90,yhjj966,90,91,91,0
1183,5,91,yhjj903,91,92,92,0
1183,5,92,yhjj840,92,93,93,0
1183,5,93,yhjj887,93,94,94,0
1183,5,94,yhjj1016,94,95,95,0
1183,5,95,yhjj988,95,96,96,0
1183,5,96,yhjj981,96,97,97,0
1183,5,97,yhjj963,97,98,98,0
1183,5,98,yhjj932,98,99,99,0
1183,5,99,yhjj950,99,100,100,0
1183,5,100,yhjj912,100,,100,0
1183,6,101,yhjj991,100,,100,0
1183,6,102,yhjj859,100,,100,0
1183,6,103,yhjj858,100,,100,0
1183,6,104,yhjj855,100,,100,0
1183,6,105,yhjj994,100,,100,0
1183,6,106,yhjj899,100,,100,0
1183,6,107,yhjj952,100,,100,0
1183,6,108,yhjj965,100,,100,0
1183,6,109,yhjj911,100,,100,0
1183,6,110,yhjj825,100,,100,0
1183,6,111,yhjj910,100,,100,0
1183,6,112,yhjj942,100,,100,0
1183,6,113,yhjj993,100,,100,0
1183,6,114,yhjj982,100,,100,0
1183,6,115,yhjj957,100,,100,0
1183,6,116,yhjj886,100,,100,0
1183,6,117,yhjj998,100,,100,0
1183,6,118,yhjj936,100,,100,0
1183,6,119,yhjj856,100,,100,0
1183,6,120,yhjj1015,100,,100,0
1183,7,121,yhjj885,100,,100,0
1183,7,122,yhjj996,100,,100,0
1183,7,123,yhjj983,100,,100,0
1183,7,124,yhjj873,100,,100,0
1183,7,125,yhjj929,100,,100,0
1183,7,126,yhjj871,100,,100,0
1183,7,127,yhjj839,100,,100,0
1183,7,128,yhjj881,100,,100,0
1183,7,129,yhjj961,100,,100,0
1183,7,130,yhjj914,100,,100,0
1183,7,131,yhjj967,100,,100,0
1183,7,132,yhjj946,100,,100,0
1183,7,133,yhjj972,100,,100,0
1183,7,134,yhjj960,100,,100,0
1183,7,135,yhjj980,100,,100,0
1183,7,136,yhjj971,100,,100,0
1183,7,137,yhjj848,100,,100,0
1183,7,138,yhjj890,100,,100,0
1183,7,139,yhjj920,100,,100,0
1183,7,140,yhjj955,100,,100,0
1183,8,141,yhjj908,100,,100,0
1183,8,142,yhjj921,100,,100,0
1183,8,143,yhjj949,100,,100,0
1183,8,144,yhjj992,100,,100,0
1183,8,145,yhjj835,100,,100,0
1183,8,146,yhjj888,100,,100,0
1183,8,147,yhjj959,100,,100,0
1183,8,148,yhjj933,100,,100,0
1183,8,149,yhjj1018,100,,100,0
1183,8,150,yhjj948,100,,100,0
1183,8,151,yhjj990,100,,100,0
1183,8,152,yhjj901,100,,100,0
1183,8,153,yhjj1008,100,,100,0
1183,8,154,yhjj843,100,,100,0
1183,8,155,yhjj891,100,,100,0
1183,8,156,yhjj943,100,,100,0
1183,8,157,yhjj987,100,,100,0
1183,8,158,yhjj964,100,,100,0
1183,8,159,yhjj870,100,,100,0
1183,8,160,yhjj894,100,,100,0
1183,9,161,yhjj975,100,,100,0
1183,9,162,yhjj877,100,,100,0
1183,9,163,yhjj1007,100,,100,0
1183,9,164,yhjj940,100,,100,0
1183,9,165,yhjj863,100,,100,0
1183,9,166,yhjj995,100,,100,0
1183,9,167,yhjj976,100,,100,0
1183,9,168,yhjj1012,100,,100,0
1183,9,169,yhjj1017,100,,100,0
1183,9,170,yhjj883,100,,100,0
1183,9,171,yhjj962,100,,100,0
1183,9,172,yhjj970,100,,100,0
1183,9,173,yhjj968,100,,100,0
1183,9,174,yhjj974,100,,100,0
1183,9,175,yhjj930,100,,100,0
1183,9,176,yhjj956,100,,100,0
1183,9,177,yhjj820,100,,100,0
1183,9,178,yhjj868,100,,100,0
1183,9,179,yhjj924,100,,100,0
1183,9,180,yhjj1003,100,,100,0
1183,10,181,yhjj872,100,,100,0
1183,10,182,yhjj882,100,,100,0
1183,10,183,yhjj1013,100,,100,0
1183,10,184,yhjj834,100,,100,0
1183,10,185,yhjj852,100,,100,0
1183,10,186,yhjj977,100,,100,0
1183,10,187,yhjj1014,100,,100,0
1183,10,188,yhjj973,100,,100,0
1183,10,189,yhjj1002,100,,100,0
1183,10,190,yhjj937,100,,100,0
1183,10,191,yhjj893,100,,100,0
1183,10,192,yhjj896,100,,100,0
1183,10,193,yhjj1000,100,,100,0
1183,10,194,yhjj939,100,,100,0
1183,10,195,yhjj830,100,,100,0
1183,10,196,yhjj978,100,,100,0
1183,10,197,yhjj931,100,,100,0
1183,10,198,yhjj953,100,,100,0
1183,10,199,yhjj919,100,,100,0
1183,10,200,yhjj906,100,,100,0
1184,1,1,yhjj827,1,2,2,0
1184,1,2,yhjj831,2,3,3,0
1184,1,3,yhjj864,3,4,4,0
1184,1,4,yhjj828,4,5,5,0
1184,1,5,yhjj822,5,6,6,0
1184,1,6,yhjj819,6,7,7,0
1184,1,7,yhjj843,7,8,8,0
1184,1,8,yhjj821,8,9,9,0
1184,1,9,yhjj854,9,10,10,0
1184,1,10,yhjj824,10,11,11,0
1184,1,11,yhjj834,11,12,12,0
1184,1,12,yhjj927,12,13,13,0
1184,1,13,yhjj873,13,14,14,0
1184,1,14,yhjj836,14,15,15,0
1184,1,15,yhjj838,15,16,16,0
1184,1,16,yhjj901,16,17,17,0
1184,1,17,yhjj863,17,18,18,0
1184,1,18,yhjj856,18,19,19,0
1184,1,19,yhjj862,19,20,20,0
1184,1,20,yhjj923,20,21,21,0
1184,2,21,yhjj833,21,22,22,0
1184,2,22,yhjj888,22,23,23,0
1184,2,23,yhjj935,23,24,24,0
1184,2,24,yhjj887,24,25,25,0
1184,2,25,yhjj872,25,26,26,0
1184,2,26,yhjj886,26,27,27,0
1184,2,27,yhjj880,27,28,28,0
1184,2,28,yhjj919,28,29,29,0
1184,2,29,yhjj860,29,30,30,0
1184,2,30,yhjj867,30,31,31,0
1184,2,31,yhjj958,31,32,32,0
1184,2,32,yhjj848,32,33,33,0
1184,2,33,yhjj929,33,34,34,0
1184,2,34,yhjj921,34,35,35,0
1184,2,35,yhjj826,35,36,36,0
1184,2,36,yhjj959,36,37,37,0
1184,2,37,yhjj847,37,38,38,0
1184,2,38,yhjj941,38,39,39,0
1184,2,39,yhjj830,39,40,40,0
1184,2,40,yhjj960,40,41,41,0
1184,3,41,yhjj832,41,42,42,0
1184,3,42,yhjj842,42,43,43,0
1184,3,43,yhjj912,43,44,44,0
1184,3,44,yhjj914,44,45,45,0
1184,3,45,yhjj969,45,46,46,0
1184,3,46,yhjj884,46,47,47,0
1184,3,47,yhjj983,47,48,48,0
1184,3,48,yhjj897,48,49,49,0
1184,3,49,yhjj928,49,50,50,0
1184,3,50,yhjj902,50,51,51,0
1184,3,51,yhjj925,51,52,52,0
1184,3,52,yhjj844,52,53,53,0
1184,3,53,yhjj868,53,54,54,0
1184,3,54,yhjj977,54,55,55,0
1184,3,55,yhjj953,55,56,56,0
1184,3,56,yhjj981,56,57,57,0
1184,3,57,yhjj881,57,58,58,0
1184,3,58,yhjj852,58,59,59,0
1184,3,59,yhjj949,59,60,60,0
1184,3,60,yhjj990,60,61,61,0
1184,4,61,yhjj869,61,62,62,0
1184,4,62,yhjj1007,62,63,63,0
1184,4,63,yhjj910,63,64,64,0
1184,4,64,yhjj861,64,65,65,0
1184,4,65,yhjj906,65,66,66,0
1184,4,66,yhjj850,66,67,67,0
1184,4,67,yhjj985,67,68,68,0
1184,4,68,yhjj946,68,69,69,0
1184,4,69,yhjj1015,69,70,70,0
