roomNumber,bin,user_id,contention_group_size,contention_user_ids,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,true_critical_section_duration_nanos
1243,5,yhjj888,1,yhjj888,2568292883900,2568292953700,69800
1243,5,yhjj898,1,yhjj898,2568296909400,2568296971800,62400
1243,5,yhjj937,1,yhjj937,2568299726300,2568299798800,72500
1243,5,yhjj976,1,yhjj976,2568300607600,2568300667800,60200
1243,5,yhjj910,1,yhjj910,2568303509900,2568303625100,115200
1243,5,yhjj990,1,yhjj990,2568304768600,2568304848300,79700
1243,5,yhjj919,1,yhjj919,2568307165800,2568307234000,68200
1243,5,yhjj880,1,yhjj880,2568309881300,2568310994700,1113400
1243,5,yhjj974,1,yhjj974,2568321451900,2568321487400,35500
1243,6,yhjj926,1,yhjj926,2568323617900,2568323650400,32500
1243,6,yhjj968,1,yhjj968,2568330279300,2568330321300,42000
1243,6,yhjj1004,1,yhjj1004,2568331009200,2568331037900,28700
1243,6,yhjj951,1,yhjj951,2568335292000,2568335332100,40100
1243,6,yhjj983,1,yhjj983,2568335691400,2568335788500,97100
1243,6,yhjj873,1,yhjj873,2568338779500,2568338822500,43000
1243,6,yhjj1011,1,yhjj1011,2568340659600,2568340753000,93400
1243,6,yhjj884,1,yhjj884,2568340938200,2568341147900,209700
1243,6,yhjj943,1,yhjj943,2568343236600,2568343272400,35800
1243,6,yhjj987,1,yhjj987,2568346985000,2568347036300,51300
1243,6,yhjj1010,1,yhjj1010,2568347226100,2568347472800,246700
1243,6,yhjj856,1,yhjj856,2568350856800,2568350896900,40100
1243,6,yhjj902,1,yhjj902,2568353312100,2568353350700,38600
1243,6,yhjj920,1,yhjj920,2568355322100,2568355398300,76200
1243,6,yhjj911,1,yhjj911,2568357339200,2568357385500,46300
1243,6,yhjj991,1,yhjj991,2568358645600,2568358682600,37000
1243,6,yhjj984,1,yhjj984,2568363244000,2568363271500,27500
1243,6,yhjj916,1,yhjj916,2568369425400,2568369503800,78400
1243,6,yhjj894,1,yhjj894,2568370895600,2568370928700,33100
1243,6,yhjj900,1,yhjj900,2568371873100,2568371993700,120600
1243,7,yhjj962,1,yhjj962,2568372922700,2568375785100,2862400
1243,7,yhjj955,1,yhjj955,2568375973700,2568376025000,51300
1243,7,yhjj1001,1,yhjj1001,2568376917800,2568376943700,25900
1243,7,yhjj909,1,yhjj909,2568377108300,2568377337900,229600
1243,7,yhjj948,1,yhjj948,2568377830500,2568377906900,76400
1243,7,yhjj844,1,yhjj844,2568377971500,2568378033100,61600
1243,7,yhjj956,1,yhjj956,2568378153900,2568378204300,50400
1243,7,yhjj981,1,yhjj981,2568378902400,2568379468800,566400
1243,7,yhjj864,1,yhjj864,2568379701900,2568379798700,96800
1243,7,yhjj1018,1,yhjj1018,2568379887500,2568379936800,49300
1243,7,yhjj869,1,yhjj869,2568380835500,2568380930000,94500
1243,7,yhjj998,1,yhjj998,2568381197500,2568381230800,33300
1243,7,yhjj971,1,yhjj971,2568384064400,2568384096200,31800
1243,7,yhjj944,1,yhjj944,2568384920200,2568385233100,312900
1243,7,yhjj992,1,yhjj992,2568386369900,2568386564400,194500
1243,7,yhjj980,1,yhjj980,2568389332400,2568389371600,39200
1243,7,yhjj1000,1,yhjj1000,2568391392100,2568391433800,41700
1243,7,yhjj839,1,yhjj839,2568392117900,2568392153600,35700
1243,7,yhjj933,1,yhjj933,2568393407900,2568393447700,39800
1243,7,yhjj913,1,yhjj913,2568393880200,2568393917500,37300
1243,8,yhjj917,1,yhjj917,2568395019000,2568395058600,39600
1243,8,yhjj891,1,yhjj891,2568396679600,2568396836400,156800
1243,8,yhjj923,1,yhjj923,2568397120700,2568397149300,28600
1243,8,yhjj961,1,yhjj961,2568397563600,2568398087400,523800
1243,8,yhjj930,1,yhjj930,2568398700600,2568398853900,153300
1243,8,yhjj932,1,yhjj932,2568400988300,2568401041800,53500
1243,8,yhjj899,1,yhjj899,2568403256400,2568403749800,493400
1243,8,yhjj875,1,yhjj875,2568404399100,2568404449000,49900
1243,8,yhjj878,1,yhjj878,2568404665800,2568404775300,109500
1243,8,yhjj1016,1,yhjj1016,2568405058400,2568405106800,48400
1243,8,yhjj852,1,yhjj852,2568405817500,2568405858600,41100
1243,8,yhjj973,1,yhjj973,2568406089600,2568406128500,38900
1243,8,yhjj988,1,yhjj988,2568407435800,2568408453600,1017800
1243,8,yhjj938,1,yhjj938,2568408570100,2568408992200,422100
1243,8,yhjj945,1,yhjj945,2568409169400,2568409218800,49400
1243,8,yhjj927,1,yhjj927,2568410006900,2568410040500,33600
1243,8,yhjj994,1,yhjj994,2568410302700,2568410363700,61000
1243,8,yhjj877,1,yhjj877,2568410439200,2568410481900,42700
1243,8,yhjj952,1,yhjj952,2568413152600,2568413216500,63900
1243,8,yhjj958,1,yhjj958,2568413293000,2568413452800,159800
1243,9,yhjj985,1,yhjj985,2568414605200,2568414963100,357900
1243,9,yhjj1005,1,yhjj1005,2568415060000,2568415121300,61300
1243,9,yhjj934,1,yhjj934,2568415709200,2568415808700,99500
1243,9,yhjj865,1,yhjj865,2568416264000,2568419762400,3498400
1243,9,yhjj966,1,yhjj966,2568420308300,2568420367500,59200
1243,9,yhjj850,1,yhjj850,2568427809200,2568427882200,73000
1243,9,yhjj954,1,yhjj954,2568427954200,2568427992100,37900
1243,9,yhjj941,1,yhjj941,2568429618800,2568430213800,595000
1243,9,yhjj890,1,yhjj890,2568433824700,2568434191200,366500
1243,9,yhjj896,1,yhjj896,2568434272300,2568434911600,639300
1243,9,yhjj959,1,yhjj959,2568434983100,2568435321300,338200
1243,9,yhjj901,1,yhjj901,2568435412000,2568435449500,37500
1243,9,yhjj859,1,yhjj859,2568435574300,2568435621300,47000
1243,9,yhjj849,1,yhjj849,2568435843900,2568435929600,85700
1243,9,yhjj1017,1,yhjj1017,2568436080900,2568436212700,131800
1243,9,yhjj979,1,yhjj979,2568436562500,2568436622800,60300
1243,9,yhjj895,1,yhjj895,2568436716100,2568437468800,752700
1243,9,yhjj978,1,yhjj978,2568437953500,2568438051800,98300
1243,9,yhjj936,1,yhjj936,2568438223200,2568438663700,440500
1243,9,yhjj957,1,yhjj957,2568438779200,2568438833700,54500
1243,10,yhjj975,1,yhjj975,2568439041100,2568439179700,138600
