roomNumber,bin,user_id,prev_people,curr_people,expected_people,max_people,room_entry_sequence,join_result,prev_entry_time,curr_entry_time,true_critical_section_nanoTime_start,true_critical_section_epochNano_start,true_critical_section_nanoTime_end,true_critical_section_epochNano_end
1053,7,yhjj978,75,77,76,100,77,SUCCESS,2025-07-03 10:35:51.806363700+00:00,2025-07-03T10:35:51.807364200Z,24123357554600,1751538951806644800,24123358382200.0,1.7515389518074724e+18
1053,7,yhjj850,78,79,79,100,78,SUCCESS,2025-07-03 10:35:51.806363700+00:00,2025-07-03T10:35:51.807364200Z,24123357773200,1751538951806863400,24123358346700.0,1.7515389518074368e+18
1053,7,yhjj928,79,80,80,100,79,SUCCESS,2025-07-03 10:35:51.807364200+00:00,2025-07-03T10:35:51.807364200Z,24123358551600,1751538951807641800,24123358598900.0,1.7515389518076892e+18
1053,7,yhjj888,80,81,81,100,80,SUCCESS,2025-07-03 10:35:51.807364200+00:00,2025-07-03T10:35:51.807364200Z,24123358773100,1751538951807863300,24123358846100.0,1.7515389518079363e+18
1053,8,yhjj896,81,82,82,100,81,SUCCESS,2025-07-03 10:35:51.810363900+00:00,2025-07-03T10:35:51.810363900Z,24123361074900,1751538951810165100,24123361136200.0,1.7515389518102264e+18
1053,8,yhjj857,82,83,83,100,82,SUCCESS,2025-07-03 10:35:51.810668+00:00,2025-07-03T10:35:51.810668Z,24123361704000,1751538951810794200,24123362521600.0,1.751538951811612e+18
1053,8,yhjj883,83,84,84,100,83,SUCCESS,2025-07-03 10:35:51.810668+00:00,2025-07-03T10:35:51.810668Z,24123361773500,1751538951810863700,24123361820200.0,1.7515389518109105e+18
1053,8,yhjj864,84,85,85,100,84,SUCCESS,2025-07-03 10:35:51.810668+00:00,2025-07-03T10:35:51.810668Z,24123362002100,1751538951811092300,24123362035100.0,1.7515389518111252e+18
1053,8,yhjj1017,85,86,86,100,85,SUCCESS,2025-07-03 10:35:51.810668+00:00,2025-07-03T10:35:51.810668Z,24123362248500,1751538951811338700,24123362283800.0,1.751538951811374e+18
1053,8,yhjj997,86,87,87,100,86,SUCCESS,2025-07-03 10:35:51.810668+00:00,2025-07-03T10:35:51.810668Z,24123362581500,1751538951811671700,24123362624300.0,1.7515389518117146e+18
1053,8,yhjj902,85,91,86,100,87,SUCCESS,2025-07-03 10:35:51.810668+00:00,2025-07-03T10:35:51.812204400Z,24123362230400,1751538951811320600,24123363799600.0,1.7515389518128899e+18
1053,8,yhjj900,87,88,88,100,88,SUCCESS,2025-07-03 10:35:51.812204400+00:00,2025-07-03T10:35:51.812204400Z,24123363054700,1751538951812144900,24123363097800.0,1.751538951812188e+18
1053,8,yhjj846,88,89,89,100,89,SUCCESS,2025-07-03 10:35:51.812204400+00:00,2025-07-03T10:35:51.812204400Z,24123363453000,1751538951812543200,24123363498300.0,1.7515389518125885e+18
1053,8,yhjj882,89,90,90,100,90,SUCCESS,2025-07-03 10:35:51.812204400+00:00,2025-07-03T10:35:51.812204400Z,24123363621100,1751538951812711300,24123363754200.0,1.7515389518128443e+18
1053,8,yhjj852,91,92,92,100,91,SUCCESS,2025-07-03 10:35:51.812204400+00:00,2025-07-03T10:35:51.812204400Z,24123364152400,1751538951813242600,24123364186700.0,1.751538951813277e+18
1053,8,yhjj867,92,93,93,100,92,SUCCESS,2025-07-03 10:35:51.813993800+00:00,2025-07-03T10:35:51.813993800Z,24123364907900,1751538951813998100,24123364954900.0,1.7515389518140452e+18
1053,8,yhjj870,93,94,94,100,93,SUCCESS,2025-07-03 10:35:51.814383900+00:00,2025-07-03T10:35:51.814383900Z,24123365387500,1751538951814477700,24123365423400.0,1.7515389518145137e+18
1053,8,yhjj1012,94,95,95,100,94,SUCCESS,2025-07-03 10:35:51.814383900+00:00,2025-07-03T10:35:51.814383900Z,24123365520700,1751538951814610900,24123365557000.0,1.7515389518146473e+18
1053,8,yhjj974,95,96,96,100,95,SUCCESS,2025-07-03 10:35:51.815430300+00:00,2025-07-03T10:35:51.815430300Z,24123366291500,1751538951815381700,24123366328300.0,1.7515389518154186e+18
1053,8,yhjj942,96,97,97,100,96,SUCCESS,2025-07-03 10:35:51.816438100+00:00,2025-07-03T10:35:51.816438100Z,24123367527200,1751538951816617400,24123367562200.0,1.7515389518166523e+18
1053,8,yhjj919,97,98,98,100,97,SUCCESS,2025-07-03 10:35:51.816438100+00:00,2025-07-03T10:35:51.816438100Z,24123367665400,1751538951816755600,24123367713200.0,1.7515389518168033e+18
1053,8,yhjj941,98,99,99,100,98,SUCCESS,2025-07-03 10:35:51.816438100+00:00,2025-07-03T10:35:51.816438100Z,24123367988100,1751538951817078300,24123368041000.0,1.7515389518171313e+18
1053,8,yhjj934,98,100,99,100,99,SUCCESS,2025-07-03 10:35:51.816438100+00:00,2025-07-03T10:35:51.817439700Z,24123367995500,1751538951817085700,24123368067500.0,1.7515389518171576e+18
1053,8,yhjj849,100,100,,100,100,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.817439700+00:00,,24123368372600,1751538951817462800,,
1053,8,yhjj911,100,100,,100,101,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.817439700+00:00,,24123368562400,1751538951817652600,,
1053,8,yhjj1005,100,100,,100,102,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.818437800+00:00,,24123369484500,1751538951818574700,,
1053,8,yhjj863,100,100,,100,103,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.819441100+00:00,,24123370210700,1751538951819300900,,
1053,8,yhjj947,100,100,,100,104,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.820437400+00:00,,24123371532500,1751538951820622700,,
1053,8,yhjj979,100,100,,100,105,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.820437400+00:00,,24123371946200,1751538951821036400,,
1053,8,yhjj899,100,100,,100,106,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.820437400+00:00,,24123371963100,1751538951821053300,,
1053,8,yhjj938,100,100,,100,107,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.822157400+00:00,,24123372899400,1751538951821989600,,
1053,8,yhjj847,100,100,,100,108,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.822157400+00:00,,24123373337600,1751538951822427800,,
1053,8,yhjj842,100,100,,100,109,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.823168300+00:00,,24123373841100,1751538951822931300,,
1053,8,yhjj1003,100,100,,100,110,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.823168300+00:00,,24123373944500,1751538951823034700,,
1053,8,yhjj915,100,100,,100,111,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.823168300+00:00,,24123374638000,1751538951823728200,,
1053,8,yhjj956,100,100,,100,112,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.824165900+00:00,,24123375582900,1751538951824673100,,
1053,8,yhjj967,100,100,,100,113,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.825166900+00:00,,24123376211200,1751538951825301400,,
1053,8,yhjj985,100,100,,100,114,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.825166900+00:00,,24123376417700,1751538951825507900,,
1053,8,yhjj960,100,100,,100,115,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.825166900+00:00,,24123376352100,1751538951825442300,,
1053,8,yhjj991,100,100,,100,116,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.825166900+00:00,,24123376699300,1751538951825789500,,
1053,8,yhjj861,100,100,,100,117,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.826167+00:00,,24123376977200,1751538951826067400,,
1053,8,yhjj1007,100,100,,100,118,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.826167+00:00,,24123377472600,1751538951826562800,,
1053,8,yhjj905,100,100,,100,119,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.826167+00:00,,24123377623000,1751538951826713200,,
1053,8,yhjj830,100,100,,100,120,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.827168400+00:00,,24123378389200,1751538951827479400,,
1053,9,yhjj936,100,100,,100,121,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.827168400+00:00,,24123378462600,1751538951827552800,,
1053,9,yhjj876,100,100,,100,122,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.828167100+00:00,,24123378936000,1751538951828026200,,
1053,9,yhjj913,100,100,,100,123,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.828167100+00:00,,24123379388300,1751538951828478500,,
1053,9,yhjj999,100,100,,100,124,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.828167100+00:00,,24123379546200,1751538951828636400,,
1053,9,yhjj993,100,100,,100,125,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.829167700+00:00,,24123380319300,1751538951829409500,,
1053,9,yhjj869,100,100,,100,126,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.829167700+00:00,,24123380668400,1751538951829758600,,
1053,9,yhjj898,100,100,,100,127,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.830167+00:00,,24123380928500,1751538951830018700,,
1053,9,yhjj1016,100,100,,100,128,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.830167+00:00,,24123381228900,1751538951830319100,,
1053,9,yhjj833,100,100,,100,129,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.831169300+00:00,,24123382846400,1751538951831936600,,
1053,9,yhjj931,100,100,,100,130,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.831169300+00:00,,24123382960000,1751538951832050200,,
1053,9,yhjj897,100,100,,100,131,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.831169300+00:00,,24123383066300,1751538951832156500,,
1053,9,yhjj828,100,100,,100,132,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.831169300+00:00,,24123383126800,1751538951832217000,,
1053,9,yhjj939,100,100,,100,133,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.833708200+00:00,,24123384369000,1751538951833459200,,
1053,9,yhjj937,100,100,,100,134,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.833708200+00:00,,24123385204900,1751538951834295100,,
1053,9,yhjj820,100,100,,100,135,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.834705400+00:00,,24123385374600,1751538951834464800,,
1053,9,yhjj976,100,100,,100,136,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.834705400+00:00,,24123385355700,1751538951834445900,,
1053,9,yhjj957,100,100,,100,137,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.834705400+00:00,,24123385515900,1751538951834606100,,
1053,9,yhjj965,100,100,,100,138,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.835706100+00:00,,24123386719700,1751538951835809900,,
1053,9,yhjj893,100,100,,100,139,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.835706100+00:00,,24123386620700,1751538951835710900,,
1053,9,yhjj890,100,100,,100,140,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.836705900+00:00,,24123388084200,1751538951837174400,,
1053,9,yhjj838,100,100,,100,141,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.836705900+00:00,,24123388300000,1751538951837390200,,
1053,9,yhjj872,100,100,,100,142,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.836705900+00:00,,24123388053600,1751538951837143800,,
1053,9,yhjj983,100,100,,100,143,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.836705900+00:00,,24123388267800,1751538951837358000,,
1053,9,yhjj998,100,100,,100,144,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.837712500+00:00,,24123388596600,1751538951837686800,,
1053,9,yhjj958,100,100,,100,145,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.837712500+00:00,,24123388685500,1751538951837775700,,
1053,9,yhjj988,100,100,,100,146,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.837712500+00:00,,24123388795400,1751538951837885600,,
1053,9,yhjj980,100,100,,100,147,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.838710500+00:00,,24123389410300,1751538951838500500,,
1053,9,yhjj955,100,100,,100,148,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.838710500+00:00,,24123390001200,1751538951839091400,,
1053,9,yhjj917,100,100,,100,149,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.839707700+00:00,,24123390442600,1751538951839532800,,
1053,9,yhjj856,100,100,,100,150,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.839707700+00:00,,24123390878500,1751538951839968700,,
1053,9,yhjj1006,100,100,,100,151,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.839707700+00:00,,24123390426400,1751538951839516600,,
1053,9,yhjj994,100,100,,100,152,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.839707700+00:00,,24123391105100,1751538951840195300,,
1053,9,yhjj982,100,100,,100,153,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.840706300+00:00,,24123392090600,1751538951841180800,,
1053,9,yhjj949,100,100,,100,154,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.840706300+00:00,,24123392191700,1751538951841281900,,
1053,9,yhjj1015,100,100,,100,155,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.840706300+00:00,,24123392171600,1751538951841261800,,
1053,9,yhjj904,100,100,,100,156,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.842166200+00:00,,24123393277100,1751538951842367300,,
1053,9,yhjj975,100,100,,100,157,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.842166200+00:00,,24123393675400,1751538951842765600,,
1053,9,yhjj969,100,100,,100,158,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.843299+00:00,,24123394622900,1751538951843713100,,
1053,9,yhjj914,100,100,,100,159,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.843299+00:00,,24123394599100,1751538951843689300,,
1053,9,yhjj843,100,100,,100,160,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.843299+00:00,,24123394752200,1751538951843842400,,
1053,10,yhjj885,100,100,,100,161,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.844300100+00:00,,24123395901000,1751538951844991200,,
1053,10,yhjj996,100,100,,100,162,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.845300900+00:00,,24123396015800,1751538951845106000,,
1053,10,yhjj824,100,100,,100,163,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.845300900+00:00,,24123396270600,1751538951845360800,,
1053,10,yhjj1000,100,100,,100,164,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.845300900+00:00,,24123396699700,1751538951845789900,,
1053,10,yhjj972,100,100,,100,165,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.845300900+00:00,,24123396764300,1751538951845854500,,
1053,10,yhjj868,100,100,,100,166,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.846298900+00:00,,24123396973700,1751538951846063900,,
1053,10,yhjj926,100,100,,100,167,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.846298900+00:00,,24123397070500,1751538951846160700,,
1053,10,yhjj853,100,100,,100,168,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.846298900+00:00,,24123397117000,1751538951846207200,,
1053,10,yhjj987,100,100,,100,169,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.847300700+00:00,,24123398118400,1751538951847208600,,
1053,10,yhjj895,100,100,,100,170,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.847300700+00:00,,24123398266900,1751538951847357100,,
1053,10,yhjj924,100,100,,100,171,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.847300700+00:00,,24123398798100,1751538951847888300,,
1053,10,yhjj984,100,100,,100,172,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.849301400+00:00,,24123400453600,1751538951849543800,,
1053,10,yhjj884,100,100,,100,173,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.849301400+00:00,,24123400734700,1751538951849824900,,
1053,10,yhjj930,100,100,,100,174,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.849301400+00:00,,24123400759000,1751538951849849200,,
1053,10,yhjj837,100,100,,100,175,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.849301400+00:00,,24123400858100,1751538951849948300,,
1053,10,yhjj834,100,100,,100,176,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.849301400+00:00,,24123400907600,1751538951849997800,,
1053,10,yhjj1013,100,100,,100,177,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.850299100+00:00,,24123401547700,1751538951850637900,,
1053,10,yhjj903,100,100,,100,178,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.851298500+00:00,,24123402551000,1751538951851641200,,
1053,10,yhjj858,100,100,,100,179,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.851298500+00:00,,24123402716800,1751538951851807000,,
1053,10,yhjj932,100,100,,100,180,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.852850100+00:00,,24123403747200,1751538951852837400,,
1053,10,yhjj990,100,100,,100,181,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.853194600+00:00,,24123403840300,1751538951852930500,,
1053,10,yhjj845,100,100,,100,182,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.853194600+00:00,,24123404118900,1751538951853209100,,
1053,10,yhjj954,100,100,,100,183,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.853194600+00:00,,24123404099200,1751538951853189400,,
1053,10,yhjj887,100,100,,100,184,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.853194600+00:00,,24123404698700,1751538951853788900,,
1053,10,yhjj880,100,100,,100,185,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.853194600+00:00,,24123404532700,1751538951853622900,,
1053,10,yhjj859,100,100,,100,186,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.853194600+00:00,,24123404686000,1751538951853776200,,
1053,10,yhjj964,100,100,,100,187,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123404880600,1751538951853970800,,
1053,10,yhjj968,100,100,,100,188,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123405032800,1751538951854123000,,
1053,10,yhjj894,100,100,,100,189,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123405045900,1751538951854136100,,
1053,10,yhjj844,100,100,,100,190,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123405216000,1751538951854306200,,
1053,10,yhjj912,100,100,,100,191,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123405289100,1751538951854379300,,
1053,10,yhjj886,100,100,,100,192,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123405587000,1751538951854677200,,
1053,10,yhjj826,100,100,,100,193,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123404814300,1751538951853904500,,
1053,10,yhjj831,100,100,,100,194,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123404923500,1751538951854013700,,
1053,10,yhjj981,100,100,,100,195,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.854192600+00:00,,24123405188800,1751538951854279000,,
1053,10,yhjj823,100,100,,100,196,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.855200100+00:00,,24123406586600,1751538951855676800,,
1053,10,yhjj840,100,100,,100,197,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.855200100+00:00,,24123406490000,1751538951855580200,,
1053,10,yhjj935,100,100,,100,198,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.855200100+00:00,,24123406504200,1751538951855594400,,
1053,10,yhjj908,100,100,,100,199,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.856201300+00:00,,24123407781100,1751538951856871300,,
1053,10,yhjj922,100,100,,100,200,FAIL_OVER_CAPACITY,2025-07-03 10:35:51.858202500+00:00,,24123409605600,1751538951858695800,,
