roomNumber,bin,room_entry_sequence,user_id,join_result,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end
1308,8.0,146.0,yhjj909,FAIL_OVER_CAPACITY,1519206364300,1519206416200
1308,8.0,147.0,yhjj873,FAIL_OVER_CAPACITY,1519206460300,1519207364200
1308,8.0,148.0,yhjj885,FAIL_OVER_CAPACITY,1519207712300,1519207757200
1308,8.0,149.0,yhjj959,FAIL_OVER_CAPACITY,1519208747600,1519208885500
1308,8.0,150.0,yhjj1012,FAIL_OVER_CAPACITY,1519208996500,1519209107900
1308,8.0,151.0,yhjj989,FAIL_OVER_CAPACITY,1519209593700,1519209721100
1308,8.0,152.0,yhjj870,FAIL_OVER_CAPACITY,1519209845200,1519210352300
1308,8.0,153.0,yhjj860,FAIL_OVER_CAPACITY,1519210472100,1519210511700
1308,8.0,154.0,yhjj979,FAIL_OVER_CAPACITY,1519210703500,1519210742600
1308,8.0,155.0,yhjj874,FAIL_OVER_CAPACITY,1519210886600,1519210924200
1308,8.0,156.0,yhjj900,FAIL_OVER_CAPACITY,1519212831100,1519212887000
1308,8.0,157.0,yhjj905,FAIL_OVER_CAPACITY,1519213013800,1519214030700
1308,8.0,158.0,yhjj894,FAIL_OVER_CAPACITY,1519214738100,1519214786000
1308,8.0,159.0,yhjj937,FAIL_OVER_CAPACITY,1519215116000,1519215324700
1308,8.0,160.0,yhjj945,FAIL_OVER_CAPACITY,1519215666700,1519215705500
1308,9.0,161.0,yhjj992,FAIL_OVER_CAPACITY,1519217541200,1519217632100
1308,9.0,162.0,yhjj919,FAIL_OVER_CAPACITY,1519218698200,1519218750100
1308,9.0,163.0,yhjj879,FAIL_OVER_CAPACITY,1519219279600,1519225658500
1308,9.0,164.0,yhjj1008,FAIL_OVER_CAPACITY,1519219515300,1519228111800
1308,9.0,165.0,yhjj1016,FAIL_OVER_CAPACITY,1519221533800,1519221586200
1308,9.0,166.0,yhjj918,FAIL_OVER_CAPACITY,1519222186800,1519222279400
1308,9.0,167.0,yhjj1013,FAIL_OVER_CAPACITY,1519222635500,1519224398100
1308,9.0,168.0,yhjj1001,FAIL_OVER_CAPACITY,1519223194900,1519232674200
1308,9.0,169.0,yhjj967,FAIL_OVER_CAPACITY,1519223267900,1519223309100
1308,9.0,170.0,yhjj895,FAIL_OVER_CAPACITY,1519223899400,1519224259700
1308,9.0,171.0,yhjj1004,FAIL_OVER_CAPACITY,1519225009400,1519225387600
1308,9.0,172.0,yhjj867,FAIL_OVER_CAPACITY,1519225032200,1519225079400
1308,9.0,173.0,yhjj1003,FAIL_OVER_CAPACITY,1519226549300,1519226595900
1308,9.0,174.0,yhjj950,FAIL_OVER_CAPACITY,1519226838600,1519226877500
1308,9.0,175.0,yhjj925,FAIL_OVER_CAPACITY,1519228583100,1519229007900
1308,9.0,176.0,yhjj868,FAIL_OVER_CAPACITY,1519228674700,1519228716400
1308,9.0,177.0,yhjj963,FAIL_OVER_CAPACITY,1519229842200,1519229888600
1308,9.0,178.0,yhjj938,FAIL_OVER_CAPACITY,1519230042900,1519230089900
1308,9.0,179.0,yhjj888,FAIL_OVER_CAPACITY,1519231728100,1519232176200
1308,9.0,180.0,yhjj949,FAIL_OVER_CAPACITY,1519231830100,1519231882400
1308,10.0,181.0,yhjj978,FAIL_OVER_CAPACITY,1519232354000,1519232441000
1308,10.0,182.0,yhjj970,FAIL_OVER_CAPACITY,1519233387100,1519240535900
1308,10.0,183.0,yhjj846,FAIL_OVER_CAPACITY,1519233726100,1519239823400
1308,10.0,184.0,yhjj983,FAIL_OVER_CAPACITY,1519234655900,1519239949800
1308,10.0,185.0,yhjj997,FAIL_OVER_CAPACITY,1519234741200,1519234815400
1308,10.0,186.0,yhjj984,FAIL_OVER_CAPACITY,1519234765900,1519241229200
1308,10.0,187.0,yhjj856,FAIL_OVER_CAPACITY,1519235016700,1519235068400
1308,10.0,188.0,yhjj859,FAIL_OVER_CAPACITY,1519236272100,1519238420500
1308,10.0,189.0,yhjj899,FAIL_OVER_CAPACITY,1519236963100,1519237015300
1308,10.0,190.0,yhjj926,FAIL_OVER_CAPACITY,1519237765500,1519237810300
1308,10.0,191.0,yhjj1011,FAIL_OVER_CAPACITY,1519238438100,1519239199300
1308,10.0,192.0,yhjj957,FAIL_OVER_CAPACITY,1519239298900,1519239338500
1308,10.0,193.0,yhjj982,FAIL_OVER_CAPACITY,1519240191700,1519240228400
1308,10.0,194.0,yhjj875,FAIL_OVER_CAPACITY,1519242635100,1519242717600
1308,10.0,195.0,yhjj833,FAIL_OVER_CAPACITY,1519243554900,1519246703200
1308,10.0,196.0,yhjj972,FAIL_OVER_CAPACITY,1519243786000,1519246909100
1308,10.0,197.0,yhjj974,FAIL_OVER_CAPACITY,1519243963200,1519244001200
1308,10.0,198.0,yhjj940,FAIL_OVER_CAPACITY,1519244749900,1519244915400
1308,10.0,199.0,yhjj921,FAIL_OVER_CAPACITY,1519245294200,1519245335900
1308,10.0,200.0,yhjj1009,FAIL_OVER_CAPACITY,1519246765000,1519246799100
1309,1.0,1.0,yhjj874,SUCCESS,1565020794600,1565020853500
1309,1.0,2.0,yhjj872,SUCCESS,1565022363300,1565022404500
1309,1.0,3.0,yhjj850,SUCCESS,1565023916800,1565023953700
1309,1.0,4.0,yhjj822,SUCCESS,1565041656400,1565041704400
1309,1.0,5.0,yhjj823,SUCCESS,1565069932200,1565069975400
1309,1.0,6.0,yhjj877,SUCCESS,1565079761400,1565079920100
1309,1.0,7.0,yhjj842,SUCCESS,1565079871000,1565079938200
1309,1.0,8.0,yhjj831,SUCCESS,1565081356500,1565081398400
1309,1.0,9.0,yhjj828,SUCCESS,1565084008900,1565084075000
1309,1.0,10.0,yhjj844,SUCCESS,1565090091500,1565090134900
1309,1.0,11.0,yhjj897,SUCCESS,1565090553900,1565090607000
1309,1.0,12.0,yhjj873,SUCCESS,1565091539400,1565091596100
1309,1.0,13.0,yhjj875,SUCCESS,1565095903300,1565095952900
1309,1.0,14.0,yhjj834,SUCCESS,1565096401300,1565096444700
1309,1.0,15.0,yhjj880,SUCCESS,1565097680900,1565097727800
1309,1.0,16.0,yhjj902,SUCCESS,1565100587900,1565100640400
1309,1.0,17.0,yhjj991,SUCCESS,1565102350000,1565102405500
1309,1.0,18.0,yhjj832,SUCCESS,1565102978300,1565103033800
1309,1.0,19.0,yhjj917,SUCCESS,1565103442300,1565103482200
1309,1.0,20.0,yhjj899,SUCCESS,1565105193500,1565105283600
1309,2.0,21.0,yhjj945,SUCCESS,1565105477600,1565105537100
1309,2.0,22.0,yhjj944,SUCCESS,1565105551200,1565105629100
1309,2.0,23.0,yhjj882,SUCCESS,1565105705500,1565105795700
1309,2.0,24.0,yhjj930,SUCCESS,1565106082300,1565106121100
1309,2.0,25.0,yhjj919,SUCCESS,1565107572700,1565107687900
1309,2.0,26.0,yhjj857,SUCCESS,1565107580700,1565107738200
1309,2.0,27.0,yhjj887,SUCCESS,1565107701700,1565107851400
1309,2.0,28.0,yhjj994,SUCCESS,1565107915200,1565107959100
1309,2.0,29.0,yhjj837,SUCCESS,1565108252500,1565108299500
1309,2.0,30.0,yhjj936,SUCCESS,1565108535000,1565108859100
1309,2.0,31.0,yhjj906,SUCCESS,1565108955100,1565109002900
1309,2.0,32.0,yhjj849,SUCCESS,1565109867100,1565109908000
1309,2.0,33.0,yhjj967,SUCCESS,1565110696400,1565110756600
1309,2.0,34.0,yhjj883,SUCCESS,1565111082900,1565111137400
1309,2.0,35.0,yhjj962,SUCCESS,1565112220500,1565112265500
1309,2.0,36.0,yhjj980,SUCCESS,1565112824600,1565112869100
1309,2.0,37.0,yhjj914,SUCCESS,1565113004600,1565113105900
1309,2.0,38.0,yhjj848,SUCCESS,1565113100900,1565113146100
1309,2.0,39.0,yhjj893,SUCCESS,1565113233400,1565113281100
1309,2.0,40.0,yhjj845,SUCCESS,1565113402300,1565113646000
1309,3.0,41.0,yhjj1017,SUCCESS,1565115033500,1565115084000
1309,3.0,42.0,yhjj829,SUCCESS,1565115693100,1565115739900
1309,3.0,43.0,yhjj946,SUCCESS,1565115905500,1565115961500
1309,3.0,44.0,yhjj911,SUCCESS,1565116584000,1565116692000
1309,3.0,45.0,yhjj830,SUCCESS,1565116723900,1565116957800
1309,3.0,46.0,yhjj1009,SUCCESS,1565117673600,1565117900600
1309,3.0,47.0,yhjj878,SUCCESS,1565118286500,1565118330500
1309,3.0,48.0,yhjj943,SUCCESS,1565119188000,1565119228500
1309,3.0,49.0,yhjj971,SUCCESS,1565120078500,1565120126500
1309,3.0,50.0,yhjj852,SUCCESS,1565120232200,1565120491300
1309,3.0,51.0,yhjj889,SUCCESS,1565120312700,1565120357800
1309,3.0,52.0,yhjj918,SUCCESS,1565120551800,1565121097600
1309,3.0,53.0,yhjj879,SUCCESS,1565120786400,1565120900500
1309,3.0,54.0,yhjj961,SUCCESS,1565121213800,1565121397500
1309,3.0,55.0,yhjj870,SUCCESS,1565121507200,1565121554200
1309,3.0,56.0,yhjj868,SUCCESS,1565122054400,1565122126400
1309,3.0,57.0,yhjj1006,SUCCESS,1565122360500,1565122437800
1309,3.0,58.0,yhjj940,SUCCESS,1565123078700,1565123121000
1309,3.0,59.0,yhjj847,SUCCESS,1565124751500,1565124792800
1309,3.0,60.0,yhjj992,SUCCESS,1565125151800,1565125193500
1309,4.0,61.0,yhjj932,SUCCESS,1565125297700,1565125348900
1309,4.0,62.0,yhjj898,SUCCESS,1565125446800,1565125487300
1309,4.0,63.0,yhjj861,SUCCESS,1565125761700,1565125797100
1309,4.0,64.0,yhjj1001,SUCCESS,1565127029000,1565127073400
1309,4.0,65.0,yhjj855,SUCCESS,1565127241700,1565127282200
1309,4.0,66.0,yhjj821,SUCCESS,1565127380400,1565127424300
1309,4.0,67.0,yhjj927,SUCCESS,1565128557800,1565128608400
1309,4.0,68.0,yhjj865,SUCCESS,1565129170200,1565129218600
1309,4.0,69.0,yhjj890,SUCCESS,1565129271000,1565129311500
1309,4.0,70.0,yhjj960,SUCCESS,1565130032200,1565130077000
1309,4.0,71.0,yhjj905,SUCCESS,1565130194600,1565130229700
1309,4.0,72.0,yhjj908,SUCCESS,1565131114800,1565131160900
1309,4.0,73.0,yhjj892,SUCCESS,1565131615400,1565131743100
1309,4.0,74.0,yhjj973,SUCCESS,1565131667300,1565131840400
1309,4.0,75.0,yhjj888,SUCCESS,1565132693300,1565132766200
1309,4.0,76.0,yhjj824,SUCCESS,1565133197700,1565133244300
1309,4.0,77.0,yhjj1002,SUCCESS,1565133650600,1565133760200
1309,4.0,78.0,yhjj916,SUCCESS,1565133716700,1565134821100
1309,4.0,79.0,yhjj910,SUCCESS,1565133852700,1565133892900
1309,4.0,80.0,yhjj833,SUCCESS,1565134061700,1565134104000
1309,5.0,81.0,yhjj950,SUCCESS,1565134310300,1565134347500
1309,5.0,82.0,yhjj970,SUCCESS,1565134549500,1565134657700
1309,5.0,83.0,yhjj876,SUCCESS,1565135081200,1565135173700
1309,5.0,84.0,yhjj863,SUCCESS,1565136541400,1565136613300
1309,5.0,85.0,yhjj982,SUCCESS,1565137000000,1565137050400
1309,5.0,86.0,yhjj976,SUCCESS,1565137270500,1565137356600
1309,5.0,87.0,yhjj931,SUCCESS,1565137861500,1565137905800
1309,5.0,88.0,yhjj1003,SUCCESS,1565137976900,1565138722800
1309,5.0,89.0,yhjj864,SUCCESS,1565138099200,1565138130100
1309,5.0,90.0,yhjj998,SUCCESS,1565138738900,1565139435100
1309,5.0,91.0,yhjj933,SUCCESS,1565139024600,1565139088800
1309,5.0,92.0,yhjj871,SUCCESS,1565139209800,1565139751300
1309,5.0,93.0,yhjj948,SUCCESS,1565139656800,1565140789700
1309,5.0,94.0,yhjj937,SUCCESS,1565140093600,1565140130700
1309,5.0,95.0,yhjj881,SUCCESS,1565140359100,1565140846400
1309,5.0,96.0,yhjj952,SUCCESS,1565140688200,1565140725200
1309,5.0,97.0,yhjj924,SUCCESS,1565141095400,1565141135200
1309,5.0,98.0,yhjj895,SUCCESS,1565141926500,1565141994700
1309,5.0,99.0,yhjj951,SUCCESS,1565141984200,1565142033700
1309,5.0,100.0,yhjj983,FAIL_OVER_CAPACITY,1565142663600,1565142699400
1309,6.0,101.0,yhjj1012,FAIL_OVER_CAPACITY,1565142938400,1565143183800
1309,6.0,102.0,yhjj903,FAIL_OVER_CAPACITY,1565143065400,1565143366000
1309,6.0,103.0,yhjj984,FAIL_OVER_CAPACITY,1565143152200,1565143853900
1309,6.0,104.0,yhjj860,FAIL_OVER_CAPACITY,1565143510600,1565143629400
1309,6.0,105.0,yhjj912,FAIL_OVER_CAPACITY,1565143811900,1565145721500
1309,6.0,106.0,yhjj819,FAIL_OVER_CAPACITY,1565144020700,1565144145500
1309,6.0,107.0,yhjj907,FAIL_OVER_CAPACITY,1565145157500,1565145341200
1309,6.0,108.0,yhjj986,FAIL_OVER_CAPACITY,1565145772000,1565145960800
1309,6.0,109.0,yhjj954,FAIL_OVER_CAPACITY,1565145827800,1565146184700
1309,6.0,110.0,yhjj846,FAIL_OVER_CAPACITY,1565146258100,1565146355600
1309,6.0,111.0,yhjj826,FAIL_OVER_CAPACITY,1565146822200,1565147455000
1309,6.0,112.0,yhjj901,FAIL_OVER_CAPACITY,1565147592600,1565148123600
1309,6.0,113.0,yhjj987,FAIL_OVER_CAPACITY,1565147802700,1565147846700
1309,6.0,114.0,yhjj990,FAIL_OVER_CAPACITY,1565149385800,1565149424000
1309,6.0,115.0,yhjj825,FAIL_OVER_CAPACITY,1565149954800,1565149995700
1309,6.0,116.0,yhjj841,FAIL_OVER_CAPACITY,1565150280400,1565150404300
1309,6.0,117.0,yhjj955,FAIL_OVER_CAPACITY,1565150460700,1565150498000
1309,6.0,118.0,yhjj999,FAIL_OVER_CAPACITY,1565150630300,1565150760100
1309,6.0,119.0,yhjj839,FAIL_OVER_CAPACITY,1565151062400,1565151110100
1309,6.0,120.0,yhjj996,FAIL_OVER_CAPACITY,1565151347800,1565152754400
1309,7.0,121.0,yhjj949,FAIL_OVER_CAPACITY,1565151426500,1565151463900
1309,7.0,122.0,yhjj1013,FAIL_OVER_CAPACITY,1565151537100,1565151598000
1309,7.0,123.0,yhjj909,FAIL_OVER_CAPACITY,1565151715200,1565151795900
1309,7.0,124.0,yhjj885,FAIL_OVER_CAPACITY,1565152090800,1565152942500
1309,7.0,125.0,yhjj923,FAIL_OVER_CAPACITY,1565153771900,1565153837200
1309,7.0,126.0,yhjj993,FAIL_OVER_CAPACITY,1565154251200,1565154427300
1309,7.0,127.0,yhjj851,FAIL_OVER_CAPACITY,1565154733900,1565154770300
1309,7.0,128.0,yhjj938,FAIL_OVER_CAPACITY,1565155472400,1565155508900
1309,7.0,129.0,yhjj859,FAIL_OVER_CAPACITY,1565156661200,1565156703200
1309,7.0,130.0,yhjj862,FAIL_OVER_CAPACITY,1565156882100,1565156921800
1309,7.0,131.0,yhjj995,FAIL_OVER_CAPACITY,1565157038400,1565157098600
1309,7.0,132.0,yhjj972,FAIL_OVER_CAPACITY,1565157447500,1565157485800
1309,7.0,133.0,yhjj856,FAIL_OVER_CAPACITY,1565159123700,1565159347900
1309,7.0,134.0,yhjj977,FAIL_OVER_CAPACITY,1565159302100,1565159472900
1309,7.0,135.0,yhjj915,FAIL_OVER_CAPACITY,1565159691800,1565159741400
1309,7.0,136.0,yhjj947,FAIL_OVER_CAPACITY,1565159838200,1565159873800
1309,7.0,137.0,yhjj843,FAIL_OVER_CAPACITY,1565160125200,1565160876100
1309,7.0,138.0,yhjj1015,FAIL_OVER_CAPACITY,1565160374500,1565160456500
1309,7.0,139.0,yhjj989,FAIL_OVER_CAPACITY,1565161015500,1565161116000
1309,7.0,140.0,yhjj966,FAIL_OVER_CAPACITY,1565161474200,1565161527200
1309,8.0,141.0,yhjj935,FAIL_OVER_CAPACITY,1565161600500,1565161666400
1309,8.0,142.0,yhjj1016,FAIL_OVER_CAPACITY,1565162031900,1565162081700
1309,8.0,143.0,yhjj867,FAIL_OVER_CAPACITY,1565162430100,1565162473000
1309,8.0,144.0,yhjj958,FAIL_OVER_CAPACITY,1565163222600,1565163259500
1309,8.0,145.0,yhjj866,FAIL_OVER_CAPACITY,1565163698000,1565163795400
1309,8.0,146.0,yhjj1005,FAIL_OVER_CAPACITY,1565164052500,1565165685600
1309,8.0,147.0,yhjj957,FAIL_OVER_CAPACITY,1565164073100,1565164106100
1309,8.0,148.0,yhjj978,FAIL_OVER_CAPACITY,1565164245300,1565164278400
1309,8.0,149.0,yhjj956,FAIL_OVER_CAPACITY,1565164750300,1565166639500
1309,8.0,150.0,yhjj929,FAIL_OVER_CAPACITY,1565165262600,1565165298600
1309,8.0,151.0,yhjj853,FAIL_OVER_CAPACITY,1565166372800,1565166808400
1309,8.0,152.0,yhjj941,FAIL_OVER_CAPACITY,1565166757000,1565166792400
1309,8.0,153.0,yhjj1014,FAIL_OVER_CAPACITY,1565167106300,1565167307900
1309,8.0,154.0,yhjj838,FAIL_OVER_CAPACITY,1565168449200,1565168505100
1309,8.0,155.0,yhjj884,FAIL_OVER_CAPACITY,1565169605500,1565169796100
1309,8.0,156.0,yhjj974,FAIL_OVER_CAPACITY,1565169854300,1565171351000
1309,8.0,157.0,yhjj959,FAIL_OVER_CAPACITY,1565170125100,1565170416700
1309,8.0,158.0,yhjj925,FAIL_OVER_CAPACITY,1565170312400,1565171312000
1309,8.0,159.0,yhjj963,FAIL_OVER_CAPACITY,1565170583300,1565170617600
1309,8.0,160.0,yhjj920,FAIL_OVER_CAPACITY,1565170738900,1565170782900
1309,9.0,161.0,yhjj988,FAIL_OVER_CAPACITY,1565171014300,1565173996200
1309,9.0,162.0,yhjj891,FAIL_OVER_CAPACITY,1565171092400,1565175017700
1309,9.0,163.0,yhjj922,FAIL_OVER_CAPACITY,1565171138800,1565171171500
1309,9.0,164.0,yhjj997,FAIL_OVER_CAPACITY,1565171570200,1565171658500
1309,9.0,165.0,yhjj900,FAIL_OVER_CAPACITY,1565171709900,1565171756600
1309,9.0,166.0,yhjj1007,FAIL_OVER_CAPACITY,1565172766800,1565174630900
1309,9.0,167.0,yhjj904,FAIL_OVER_CAPACITY,1565174023700,1565181163900
1309,9.0,168.0,yhjj953,FAIL_OVER_CAPACITY,1565174467700,1565174508400
1309,9.0,169.0,yhjj858,FAIL_OVER_CAPACITY,1565175405600,1565175440800
1309,9.0,170.0,yhjj965,FAIL_OVER_CAPACITY,1565176014300,1565176071300
1309,9.0,171.0,yhjj894,FAIL_OVER_CAPACITY,1565176147900,1565178285900
1309,9.0,172.0,yhjj979,FAIL_OVER_CAPACITY,1565176966400,1565177009300
1309,9.0,173.0,yhjj975,FAIL_OVER_CAPACITY,1565177004500,1565177070000
1309,9.0,174.0,yhjj939,FAIL_OVER_CAPACITY,1565177234600,1565177270900
1309,9.0,175.0,yhjj928,FAIL_OVER_CAPACITY,1565177395600,1565179489700
1309,9.0,176.0,yhjj981,FAIL_OVER_CAPACITY,1565177618900,1565179994500
1309,9.0,177.0,yhjj1008,FAIL_OVER_CAPACITY,1565178062300,1565178236300
1309,9.0,178.0,yhjj854,FAIL_OVER_CAPACITY,1565178131000,1565180254800
1309,9.0,179.0,yhjj1000,FAIL_OVER_CAPACITY,1565178431800,1565181368800
1309,9.0,180.0,yhjj913,FAIL_OVER_CAPACITY,1565178510900,1565182001400
1309,10.0,181.0,yhjj836,FAIL_OVER_CAPACITY,1565178647400,1565178685500
1309,10.0,182.0,yhjj942,FAIL_OVER_CAPACITY,1565178947600,1565179297200
1309,10.0,183.0,yhjj1018,FAIL_OVER_CAPACITY,1565179892200,1565182246000
1309,10.0,184.0,yhjj886,FAIL_OVER_CAPACITY,1565180202500,1565180335000
1309,10.0,185.0,yhjj921,FAIL_OVER_CAPACITY,1565180287300,1565180354600
1309,10.0,186.0,yhjj840,FAIL_OVER_CAPACITY,1565180959700,1565181070500
1309,10.0,187.0,yhjj964,FAIL_OVER_CAPACITY,1565181611300,1565181839000
1309,10.0,188.0,yhjj896,FAIL_OVER_CAPACITY,1565182225100,1565182843200
1309,10.0,189.0,yhjj820,FAIL_OVER_CAPACITY,1565182541700,1565183388600
1309,10.0,190.0,yhjj835,FAIL_OVER_CAPACITY,1565182982300,1565183150500
1309,10.0,191.0,yhjj934,FAIL_OVER_CAPACITY,1565183583000,1565184022400
1309,10.0,192.0,yhjj968,FAIL_OVER_CAPACITY,1565183634600,1565184966200
1309,10.0,193.0,yhjj1011,FAIL_OVER_CAPACITY,1565183657400,1565183713600
1309,10.0,194.0,yhjj827,FAIL_OVER_CAPACITY,1565184054700,1565185616800
1309,10.0,195.0,yhjj869,FAIL_OVER_CAPACITY,1565184196300,1565185482000
1309,10.0,196.0,yhjj969,FAIL_OVER_CAPACITY,1565184308800,1565185808900
1309,10.0,197.0,yhjj1010,FAIL_OVER_CAPACITY,1565184360100,1565186017700
1309,10.0,198.0,yhjj1004,FAIL_OVER_CAPACITY,1565184759400,1565184866700
1309,10.0,199.0,yhjj985,FAIL_OVER_CAPACITY,1565184984200,1565185716000
1309,10.0,200.0,yhjj926,FAIL_OVER_CAPACITY,1565185738100,1565185920500
1310,1.0,1.0,yhjj872,SUCCESS,1694007014600,1694007062200
1310,1.0,2.0,yhjj824,SUCCESS,1694007442300,1694007603400
1310,1.0,3.0,yhjj850,SUCCESS,1694007448600,1694007495700
1310,1.0,4.0,yhjj832,SUCCESS,1694007762900,1694007806100
1310,1.0,5.0,yhjj877,SUCCESS,1694008479200,1694008531200
1310,1.0,6.0,yhjj874,SUCCESS,1694008503600,1694008555900
1310,1.0,7.0,yhjj864,SUCCESS,1694012152000,1694012226800
1310,1.0,8.0,yhjj826,SUCCESS,1694012158200,1694012273300
1310,1.0,9.0,yhjj840,SUCCESS,1694016540200,1694016595100
1310,1.0,10.0,yhjj859,SUCCESS,1694019410600,1694019456100
1310,1.0,11.0,yhjj837,SUCCESS,1694021054400,1694021098300
1310,1.0,12.0,yhjj848,SUCCESS,1694024706100,1694024770000
1310,1.0,13.0,yhjj862,SUCCESS,1694028608400,1694028668100
1310,1.0,14.0,yhjj973,SUCCESS,1694030973300,1694031024500
1310,1.0,15.0,yhjj831,SUCCESS,1694033657400,1694033697700
1310,1.0,16.0,yhjj845,SUCCESS,1694038230500,1694038280700
1310,1.0,17.0,yhjj923,SUCCESS,1694040955200,1694041003100
1310,1.0,18.0,yhjj843,SUCCESS,1694041693800,1694041753800
1310,1.0,19.0,yhjj890,SUCCESS,1694042514000,1694042563200
1310,1.0,20.0,yhjj972,SUCCESS,1694045030400,1694045080300
1310,2.0,21.0,yhjj991,SUCCESS,1694054195800,1694054267700
1310,2.0,22.0,yhjj830,SUCCESS,1694058077800,1694058124500
1310,2.0,23.0,yhjj868,SUCCESS,1694068501900,1694068552600
1310,2.0,24.0,yhjj857,SUCCESS,1694073307400,1694073358900
1310,2.0,25.0,yhjj993,SUCCESS,1694074021800,1694074065400
1310,2.0,26.0,yhjj908,SUCCESS,1694074892300,1694074954100
1310,2.0,27.0,yhjj919,SUCCESS,1694077133400,1694077173100
1310,2.0,28.0,yhjj946,SUCCESS,1694078126600,1694078174600
1310,2.0,29.0,yhjj897,SUCCESS,1694079506000,1694079561800
1310,2.0,30.0,yhjj873,SUCCESS,1694080138200,1694080191600
1310,2.0,31.0,yhjj849,SUCCESS,1694080755000,1694080808000
1310,2.0,32.0,yhjj858,SUCCESS,1694080962700,1694081047300
1310,2.0,33.0,yhjj1001,SUCCESS,1694084464000,1694084513600
1310,2.0,34.0,yhjj903,SUCCESS,1694084604600,1694084667200
1310,2.0,35.0,yhjj861,SUCCESS,1694085055700,1694085092300
1310,2.0,36.0,yhjj884,SUCCESS,1694085556600,1694085611700
1310,2.0,37.0,yhjj822,SUCCESS,1694087894300,1694087958500
1310,2.0,38.0,yhjj876,SUCCESS,1694089024900,1694089073900
1310,2.0,39.0,yhjj928,SUCCESS,1694089450000,1694089490700
1310,2.0,40.0,yhjj821,SUCCESS,1694091517300,1694091568400
1310,3.0,41.0,yhjj1005,SUCCESS,1694091848300,1694091895900
1310,3.0,42.0,yhjj997,SUCCESS,1694093435300,1694093595900
1310,3.0,43.0,yhjj894,SUCCESS,1694093772600,1694093825200
1310,3.0,44.0,yhjj841,SUCCESS,1694095104800,1694095154800
1310,3.0,45.0,yhjj847,SUCCESS,1694095871000,1694095935200
1310,3.0,46.0,yhjj828,SUCCESS,1694096029400,1694096071500
1310,3.0,47.0,yhjj846,SUCCESS,1694097664600,1694097719600
1310,3.0,48.0,yhjj851,SUCCESS,1694097893300,1694097944300
1310,3.0,49.0,yhjj999,SUCCESS,1694098951300,1694098995900
1310,3.0,50.0,yhjj1002,SUCCESS,1694116657200,1694116709200
1310,3.0,51.0,yhjj1015,SUCCESS,1694116675900,1694116751400
1310,3.0,52.0,yhjj931,SUCCESS,1694117505500,1694117543300
1310,3.0,53.0,yhjj852,SUCCESS,1694118261500,1694118525300
1310,3.0,54.0,yhjj844,SUCCESS,1694118709100,1694118750800
1310,3.0,55.0,yhjj892,SUCCESS,1694122270900,1694122401100
1310,3.0,56.0,yhjj945,SUCCESS,1694123722400,1694123762700
1310,3.0,57.0,yhjj915,SUCCESS,1694125489400,1694125533600
1310,3.0,58.0,yhjj825,SUCCESS,1694126664100,1694126716500
1310,3.0,59.0,yhjj951,SUCCESS,1694126992500,1694127032900
1310,3.0,60.0,yhjj929,SUCCESS,1694127344000,1694127380200
1310,4.0,61.0,yhjj835,SUCCESS,1694128041300,1694128085500
1310,4.0,62.0,yhjj865,SUCCESS,1694128956100,1694129004000
1310,4.0,63.0,yhjj916,SUCCESS,1694131092400,1694131137500
1310,4.0,64.0,yhjj955,SUCCESS,1694131691200,1694131754100
1310,4.0,65.0,yhjj921,SUCCESS,1694131758700,1694131818200
1310,4.0,66.0,yhjj987,SUCCESS,1694132625600,1694132716700
1310,4.0,67.0,yhjj907,SUCCESS,1694132832600,1694132917000
1310,4.0,68.0,yhjj944,SUCCESS,1694134155900,1694134197600
1310,4.0,69.0,yhjj913,SUCCESS,1694134494500,1694134557600
1310,4.0,70.0,yhjj998,SUCCESS,1694134754300,1694134795500
1310,4.0,71.0,yhjj895,SUCCESS,1694134898000,1694134937300
1310,4.0,72.0,yhjj969,SUCCESS,1694135014000,1694135048600
1310,4.0,73.0,yhjj926,SUCCESS,1694136975700,1694137027400
1310,4.0,74.0,yhjj881,SUCCESS,1694137196700,1694137259600
1310,4.0,75.0,yhjj932,SUCCESS,1694137350000,1694137413200
1310,4.0,76.0,yhjj922,SUCCESS,1694137449900,1694137493700
1310,4.0,77.0,yhjj904,SUCCESS,1694137916100,1694138308900
1310,4.0,78.0,yhjj996,SUCCESS,1694138028000,1694138168700
1310,4.0,79.0,yhjj854,SUCCESS,1694138411000,1694139093600
1310,4.0,80.0,yhjj885,SUCCESS,1694138519600,1694139243500
1310,5.0,81.0,yhjj820,SUCCESS,1694138701200,1694139294000
1310,5.0,82.0,yhjj906,SUCCESS,1694138828000,1694138865800
1310,5.0,83.0,yhjj905,SUCCESS,1694139273900,1694139330100
1310,5.0,84.0,yhjj976,SUCCESS,1694139628500,1694140048100
1310,5.0,85.0,yhjj962,SUCCESS,1694140170700,1694140334400
1310,5.0,86.0,yhjj963,SUCCESS,1694141664200,1694141705300
1310,5.0,87.0,yhjj882,SUCCESS,1694143809400,1694143893500
1310,5.0,88.0,yhjj1014,SUCCESS,1694143928900,1694144135700
1310,5.0,89.0,yhjj941,SUCCESS,1694144123600,1694144243600
1310,5.0,90.0,yhjj889,SUCCESS,1694145429000,1694145548400
1310,5.0,91.0,yhjj902,SUCCESS,1694145687400,1694145726900
1310,5.0,92.0,yhjj880,SUCCESS,1694146070000,1694146136500
