roomNumber,bin,user_id,contention_group_size,contention_user_ids,true_critical_section_nanoTime_start,true_critical_section_nanoTime_end,true_critical_section_duration_nanos
1170,7,yhjj991,5.0,"yhjj821, yhjj914, yhjj991, yhjj955, yhjj997",3607808148100,3607808384500,236400
1170,7,yhjj955,5.0,"yhjj821, yhjj914, yhjj991, yhjj955, yhjj997",3607808209800,3607808233100,23300
1170,7,yhjj997,6.0,"yhjj995, yhjj997, yhjj956, yhjj978, yhjj875, yhjj993",3607808323100,3607809283900,960800
1170,7,yhjj821,5.0,"yhjj821, yhjj914, yhjj991, yhjj955, yhjj997",3607808506400,3607808527300,20900
1170,7,yhjj956,6.0,"yhjj995, yhjj997, yhjj956, yhjj978, yhjj875, yhjj993",3607808779500,3607808805500,26000
1170,7,yhjj978,6.0,"yhjj995, yhjj997, yhjj956, yhjj978, yhjj875, yhjj993",3607809488100,3607809515700,27600
1170,7,yhjj875,6.0,"yhjj995, yhjj997, yhjj956, yhjj978, yhjj875, yhjj993",3607809671300,3607809690400,19100
1170,7,yhjj993,6.0,"yhjj995, yhjj997, yhjj956, yhjj978, yhjj875, yhjj993",3607810355400,3607810465000,109600
1170,7,yhjj995,6.0,"yhjj995, yhjj997, yhjj956, yhjj978, yhjj875, yhjj993",3607810429100,3607810607900,178800
1170,7,yhjj871,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607811219100,3607811250100,31000
1170,7,yhjj831,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607811405400,3607811423000,17600
1170,7,yhjj982,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607811528000,3607811553200,25200
1170,7,yhjj931,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607812144500,3607812165400,20900
1170,7,yhjj986,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607812238200,3607812261900,23700
1170,8,yhjj940,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607812317500,3607812336800,19300
1170,8,yhjj948,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607812526300,3607812656400,130100
1170,8,yhjj1004,8.0,"yhjj1004, yhjj871, yhjj831, yhjj982, yhjj931, yhjj986, yhjj940, yhjj948",3607812547600,3607812575300,27700
1170,8,yhjj987,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607812968700,3607812987500,18800
1170,8,yhjj983,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607813243200,3607813262100,18900
1170,8,yhjj890,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607813451200,3607813470200,19000
1170,8,yhjj1001,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607814688600,3607814708100,19500
1170,8,yhjj1014,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607814835500,3607814855300,19800
1170,8,yhjj830,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607814962500,3607815263600,301100
1170,8,yhjj1005,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607814967000,3607814996900,29900
1170,8,yhjj973,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607815074000,3607815297000,223000
1170,8,yhjj954,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607815090100,3607815113500,23400
1170,8,yhjj1007,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607815471000,3607815499700,28700
1170,8,yhjj906,18.0,"yhjj927, yhjj987, yhjj983, yhjj890, yhjj1001, yhjj1014, yhjj830, yhjj1005, yhjj973, yhjj954, yhjj1007, yhjj906, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008, yhjj953",3607815621000,3607815646000,25000
1170,8,yhjj927,7.0,"yhjj953, yhjj927, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008",3607815981100,3607816002600,21500
1170,8,yhjj949,7.0,"yhjj953, yhjj927, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008",3607816804600,3607816823300,18700
1170,8,yhjj1011,7.0,"yhjj953, yhjj927, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008",3607816897900,3607816916500,18600
1170,8,yhjj933,7.0,"yhjj953, yhjj927, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008",3607817084800,3607817185300,100500
1170,8,yhjj882,7.0,"yhjj953, yhjj927, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008",3607817492000,3607817516200,24200
1170,8,yhjj1008,7.0,"yhjj953, yhjj927, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008",3607817646500,3607817665300,18800
1170,9,yhjj953,7.0,"yhjj953, yhjj927, yhjj949, yhjj1011, yhjj933, yhjj882, yhjj1008",3607817848900,3607817871900,23000
1170,9,yhjj835,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607818036000,3607818098900,62900
1170,9,yhjj923,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607818781000,3607819131900,350900
1170,9,yhjj961,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607818795700,3607818816200,20500
1170,9,yhjj911,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607818906200,3607818925800,19600
1170,9,yhjj904,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607819148000,3607819497900,349900
1170,9,yhjj945,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607819212000,3607819240400,28400
1170,9,yhjj960,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607819362000,3607819381500,19500
1170,9,yhjj860,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607819883200,3607820041400,158200
1170,9,yhjj926,9.0,"yhjj926, yhjj835, yhjj923, yhjj961, yhjj911, yhjj904, yhjj945, yhjj960, yhjj860",3607819904900,3607819986300,81400
1170,9,yhjj884,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607820112200,3607820128800,16600
1170,9,yhjj936,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607820207900,3607820233500,25600
1170,9,yhjj900,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607820710300,3607820733600,23300
1170,9,yhjj861,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607821111700,3607821131500,19800
1170,9,yhjj965,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607821143400,3607821162200,18800
1170,9,yhjj1009,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607821208100,3607821302800,94700
1170,9,yhjj939,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607821690100,3607821709500,19400
1170,9,yhjj862,9.0,"yhjj862, yhjj860, yhjj884, yhjj936, yhjj900, yhjj861, yhjj965, yhjj1009, yhjj939",3607821831900,3607821850200,18300
1170,9,yhjj829,7.0,"yhjj980, yhjj829, yhjj989, yhjj1012, yhjj992, yhjj924, yhjj1010",3607822079500,3607822101600,22100
1170,9,yhjj989,7.0,"yhjj980, yhjj829, yhjj989, yhjj1012, yhjj992, yhjj924, yhjj1010",3607822178500,3607822198400,19900
1170,10,yhjj1012,7.0,"yhjj980, yhjj829, yhjj989, yhjj1012, yhjj992, yhjj924, yhjj1010",3607822697000,3607822714400,17400
1170,10,yhjj992,7.0,"yhjj980, yhjj829, yhjj989, yhjj1012, yhjj992, yhjj924, yhjj1010",3607822977400,3607823000900,23500
1170,10,yhjj924,7.0,"yhjj980, yhjj829, yhjj989, yhjj1012, yhjj992, yhjj924, yhjj1010",3607823053500,3607823144400,90900
1170,10,yhjj1010,7.0,"yhjj980, yhjj829, yhjj989, yhjj1012, yhjj992, yhjj924, yhjj1010",3607823383900,3607823753100,369200
1170,10,yhjj980,7.0,"yhjj980, yhjj829, yhjj989, yhjj1012, yhjj992, yhjj924, yhjj1010",3607823395600,3607823415500,19900
1170,10,yhjj863,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607824902500,3607824921700,19200
1170,10,yhjj892,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825109100,3607825405300,296200
1170,10,yhjj903,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825167200,3607825194900,27700
1170,10,yhjj907,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825216100,3607825245800,29700
1170,10,yhjj942,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825276800,3607825593000,316200
1170,10,yhjj999,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825312200,3607825342400,30200
1170,10,yhjj1003,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825433500,3607825924900,491400
1170,10,yhjj981,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825445600,3607825463800,18200
1170,10,yhjj1017,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825615200,3607825929400,314200
1170,10,yhjj941,10.0,"yhjj941, yhjj863, yhjj892, yhjj903, yhjj907, yhjj942, yhjj999, yhjj1003, yhjj981, yhjj1017",3607825689100,3607825715100,26000
1170,10,yhjj943,5.0,"yhjj891, yhjj943, yhjj838, yhjj966, yhjj874",3607828056900,3607828078400,21500
1170,10,yhjj838,5.0,"yhjj891, yhjj943, yhjj838, yhjj966, yhjj874",3607828091600,3607828228600,137000
1170,10,yhjj966,5.0,"yhjj891, yhjj943, yhjj838, yhjj966, yhjj874",3607828134400,3607828275200,140800
1170,10,yhjj874,5.0,"yhjj891, yhjj943, yhjj838, yhjj966, yhjj874",3607828153200,3607828313600,160400
1170,10,yhjj891,5.0,"yhjj891, yhjj943, yhjj838, yhjj966, yhjj874",3607828287900,3607828304000,16100
